x,y,z[pix],intensity,frame,sigma,sigmaZ
379.6418797762544,748.1149690590714,0.0000000000000,1795.5900878906250,1,17.7286605834961,70.3539962768555
391.8126514438567,449.3380243169957,0.0000000000000,1845.7015380859375,1,23.5129737854004,16.9769668579102
324.6102453978662,1908.0659971135210,0.0000000000000,1902.7709960937500,1,34.2478523254395,48.0491638183594
264.1689863638534,1504.6986111655124,0.0000000000000,1362.2272949218750,1,0.7220910787582,3.3643608093262
498.2638958036152,1374.1717190272855,0.0000000000000,332.8379211425781,1,18.0588836669922,9.5293178558350
1953.9839631966963,372.8954407308796,0.0000000000000,1649.8337402343750,1,3.5053174495697,48.2400169372559
824.9804388791632,1348.4324591168452,0.0000000000000,1183.2667236328125,1,20.6934452056885,7.8233041763306
901.9263773204838,728.9715650799285,0.0000000000000,617.4535522460938,1,0.5728811025620,86.5608215332031
1264.4455746257452,1506.3682423088137,0.0000000000000,1749.3850097656250,1,43.5474815368652,11.6626062393188
18.6823457495843,1970.7743340843729,0.0000000000000,435.9904785156250,1,15.4415607452393,6.5297284126282
869.4864193101498,1650.9755793928098,0.0000000000000,1971.8039550781250,1,13.4995908737183,25.9124469757080
711.2282897649826,960.1791163289647,0.0000000000000,2048.7717285156250,1,10.1785879135132,6.3772892951965
1383.4747914845266,1611.5880876040949,0.0000000000000,350.0503540039063,1,14.6517610549927,17.6840076446533
1716.9624492546513,1378.0295035863803,0.0000000000000,1094.5189208984375,1,1.5152577161789,8.3875226974487
1391.4254044056609,764.2951001351440,0.0000000000000,1180.7031250000000,1,30.0453624725342,75.9026184082031
133.3234116221773,1125.2237799184948,0.0000000000000,1169.8995361328125,1,6.5126557350159,9.2040767669678
1067.1106314088729,1638.5984665407473,0.0000000000000,1840.8795166015625,1,8.4389400482178,31.5528964996338
1884.2674875072785,1030.4477285547912,0.0000000000000,766.8110961914063,1,11.8535242080688,42.8810310363770
1049.0114801693742,77.6332162578453,0.0000000000000,1608.9388427734375,1,5.5590662956238,48.5472869873047
1082.4568184403186,1676.5164398393674,0.0000000000000,1913.1473388671875,1,1.9937961101532,15.7739372253418
1933.6774093170379,913.5805764851948,0.0000000000000,437.5774536132813,1,7.6136384010315,43.3998565673828
221.1395572551404,1678.5024294002260,0.0000000000000,1766.9637451171875,1,1.2954674959183,12.8066177368164
959.4998743299149,266.1821105394307,0.0000000000000,428.5439453125000,1,4.1328825950623,2.8587596416473
674.6881700118945,1159.3381399126006,0.0000000000000,1419.4189453125000,1,3.0442979335785,44.7723083496094
929.8510992760256,1487.0538381930480,0.0000000000000,1745.6617431640625,1,29.9114170074463,5.9902567863464
1274.2784490147174,348.7477021932845,0.0000000000000,1194.1313476562500,1,66.0497589111328,0.0317044854164
35.6692392894278,333.0557816762631,0.0000000000000,1597.2197265625000,1,16.5045070648193,60.9016075134277
1790.6018030798616,855.7803824790163,0.0000000000000,1051.4877929687500,1,1.1752474308014,10.4207963943481
1702.6912844134215,417.1119729315761,0.0000000000000,970.7968139648438,1,23.3061256408691,95.3451690673828
1636.6034408417675,1692.7937445819250,0.0000000000000,548.9089965820313,1,28.8634109497070,2.6666076183319
1969.6582121617375,1285.5345387170246,0.0000000000000,2258.4338378906250,1,0.1590586155653,16.4508743286133
1044.3254947660573,1349.1969934926526,0.0000000000000,1441.8194580078125,1,6.0616211891174,5.0034785270691
872.4585560953666,1569.3298908545291,0.0000000000000,1025.1807861328125,1,13.9886140823364,124.6020278930664
848.8217102254296,427.0950340883333,0.0000000000000,2193.4904785156250,1,16.7189540863037,61.3289451599121
1445.1977067994869,1062.1349032450785,0.0000000000000,388.5036926269531,1,32.2860450744629,9.1780233383179
50.1619719289484,625.1736347739075,0.0000000000000,2089.9716796875000,1,13.1651926040649,3.1707589626312
705.2593541251589,574.1911520513510,0.0000000000000,2277.4162597656250,1,19.8739719390869,38.9260368347168
1113.1706461996291,1149.8379339433277,0.0000000000000,385.6959838867188,1,9.4165678024292,3.1702225208282
393.2142660369352,1298.4707000961307,0.0000000000000,1410.9957275390625,1,3.3971982002258,43.5307197570801
1178.4049772472840,914.3987822001549,0.0000000000000,1197.3662109375000,1,14.5895309448242,7.3584027290344
418.3754914662539,1205.0477615958746,0.0000000000000,1512.5614013671875,1,8.1934089660645,27.1338157653809
429.1332874788944,996.6227352913282,0.0000000000000,1761.4093017578125,1,7.1728072166443,3.7434692382813
1243.6478963193663,1450.1648182584920,0.0000000000000,1778.7438964843750,1,30.0374526977539,52.7760810852051
41.9773276123612,434.7298856161354,0.0000000000000,1395.4923095703125,1,9.9136266708374,7.6837224960327
647.2040085146975,1452.1583316992080,0.0000000000000,658.7145385742188,1,38.6573143005371,17.9804191589355
1818.8944477959813,1072.1293333837127,0.0000000000000,2167.9157714843750,1,16.5572776794434,1.4302359819412
260.5262400903804,440.3925333038712,0.0000000000000,1825.0098876953125,1,6.4603190422058,2.2908401489258
1128.6066883296789,988.7458625564570,0.0000000000000,1056.6759033203125,1,32.4338340759277,18.6053123474121
1895.1066824952047,1699.5553146961659,0.0000000000000,1482.4702148437500,1,19.1068801879883,32.5111274719238
83.4069465935513,1767.7058593270326,0.0000000000000,653.9536743164063,1,2.7956717014313,71.4524383544922
1616.8652861045566,1947.3556676753001,0.0000000000000,358.1072387695313,1,3.0634984970093,76.6443786621094
1334.8236790096721,1134.1749515283498,0.0000000000000,893.4629516601563,1,2.8242406845093,62.2492904663086
223.8352106497591,22.8277350834104,0.0000000000000,1432.7860107421875,1,87.7438964843750,73.2046051025391
457.7272266219492,596.8531101420485,0.0000000000000,1111.9144287109375,1,8.9951772689819,49.3881988525391
903.8850678628687,1797.4113240704464,0.0000000000000,1983.1568603515625,1,1.5016913414001,14.1447420120239
1355.5975628245521,121.9833963530492,0.0000000000000,1244.3647460937500,1,2.6093330383301,18.9198379516602
108.4044185056899,1061.8812838979763,0.0000000000000,2034.7331542968750,1,15.3763771057129,7.2823252677917
713.7243923861018,1881.4869787169227,0.0000000000000,346.6933288574219,1,0.1797124445438,7.6896429061890
1713.9515415141220,785.2639120055900,0.0000000000000,1145.7899169921875,1,1.3837056159973,22.0219573974609
1704.7166570163381,414.3978980559410,0.0000000000000,1190.7132568359375,1,13.6330251693726,9.6588611602783
254.3968319392903,1787.5962362928642,0.0000000000000,1786.9838867187500,1,15.9290027618408,37.5933761596680
857.2624754835450,1105.4725034460134,0.0000000000000,632.3465576171875,1,42.5006713867188,62.4527053833008
1070.5440197712228,292.5108063527764,0.0000000000000,712.1829833984375,1,30.5468521118164,32.1133766174316
979.3052165844790,1631.6592891009402,0.0000000000000,2069.0969238281250,1,22.7000885009766,29.0746765136719
255.6581596500578,381.3223065392020,0.0000000000000,1876.2811279296875,1,3.1686449050903,4.5275673866272
1725.2337292497366,979.5938284650246,0.0000000000000,1820.0659179687500,1,16.5354347229004,2.5279161930084
1843.1203414457887,1115.8055778987718,0.0000000000000,1895.4465332031250,1,14.4347162246704,11.9252014160156
522.0466541332595,1856.3610706542174,0.0000000000000,940.0952148437500,1,2.0350759029388,12.5820932388306
807.0535760964422,1865.3512314726029,0.0000000000000,2020.2062988281250,1,3.7612488269806,0.4186313748360
1254.7889604618488,1822.5802076367063,0.0000000000000,1058.9343261718750,1,29.9285697937012,24.5917720794678
1792.3525206922550,1082.8382476680843,0.0000000000000,1343.1837158203125,1,12.8480520248413,19.0837841033936
751.0641571766508,374.9768670583864,0.0000000000000,576.9860229492188,1,16.4587306976318,60.4311027526855
750.3610538938774,1053.4684995582065,0.0000000000000,751.4908447265625,1,15.3579072952271,20.1206321716309
1176.5925343500630,856.2482335712906,0.0000000000000,1192.6053466796875,1,16.1260509490967,30.8514823913574
1981.9388341644208,1541.0043952926051,0.0000000000000,2197.0305175781250,1,4.5088996887207,6.4389557838440
1758.6996060672107,1454.1077340514296,0.0000000000000,1536.1217041015625,1,9.3773765563965,5.4004135131836
1706.1062109155437,1308.7221460689973,0.0000000000000,1456.9566650390625,1,4.0894103050232,31.1680812835693
1789.1790383791695,1786.3266361543431,0.0000000000000,1894.5310058593750,1,10.4759654998779,19.0907783508301
1380.0976407826402,1891.5869452517459,0.0000000000000,937.7147827148438,1,6.1206188201904,11.1189041137695
444.9572643285406,1684.5955409606238,0.0000000000000,872.0999755859375,1,12.2354822158813,5.8341140747070
